"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"MT-CO3",5.81415321370811e-15,-0.293979471599657,0.88,0.75,1.07497878768249e-10,"0","MT-CO3"
"HINT1",2.94127946810356e-14,-0.323151560194609,0.473,0.47,5.43813160857667e-10,"0","HINT1"
"RPL10",1.15854996571523e-13,-0.302644260557228,0.974,0.837,2.14204303161089e-09,"0","RPL10"
"RPS3",1.39270910812631e-13,-0.297813582837283,0.945,0.774,2.57497987001474e-09,"0","RPS3"
"RPS13",1.40599951978278e-13,-0.335428829721467,0.93,0.747,2.59955251212637e-09,"0","RPS13"
"RPS8",1.83267467537208e-12,-0.412442125412956,0.931,0.751,3.38843220729544e-08,"0","RPS8"
"RPS21",1.89506671666754e-12,-0.385457833034435,0.859,0.654,3.50378885244661e-08,"0","RPS21"
"TMA7",2.7779229084289e-12,-0.382688552879436,0.663,0.604,5.13610166539419e-08,"0","TMA7"
"RPS23",5.45880795432477e-12,-0.387260685331719,0.941,0.769,1.00927900267511e-07,"0","RPS23"
"RPL27A",1.45506125303169e-11,-0.329195217870131,0.943,0.761,2.6902627507303e-07,"0","RPL27A"
"RPS15",1.68937479070432e-11,-0.329220867929778,0.963,0.793,3.12348505053322e-07,"0","RPS15"
"B2M",2.50137913061825e-11,-0.41812960963915,0.992,0.923,4.62479987460008e-07,"0","B2M"
"RPS19",4.41629469569498e-11,-0.333416390183296,0.979,0.856,8.16528726287046e-07,"0","RPS19"
"RPL19",5.30333882336811e-11,-0.319960802129389,0.936,0.762,9.8053431505253e-07,"0","RPL19"
"RPS2",8.95628002941295e-11,-0.461493162867723,0.951,0.776,1.65592661463816e-06,"0","RPS2"
"NPM1",1.02668279943784e-10,-0.549393261556003,0.635,0.584,1.89823382788063e-06,"0","NPM1"
"RPL26",1.09945104465383e-10,-0.376267071309849,0.929,0.744,2.03277503646047e-06,"0","RPL26"
"IL32",1.13775711871691e-10,-0.386344456516753,0.494,0.48,2.1035991367957e-06,"0","IL32"
"RPL9",1.94855922238312e-10,-0.31584212514693,0.854,0.664,3.60269114626415e-06,"0","RPL9"
"RPL41",2.34402655076084e-10,-0.33913713321943,0.98,0.847,4.33387068970171e-06,"0","RPL41"
"RPL37",3.00471350052505e-10,-0.373384369766971,0.925,0.746,5.55541479112076e-06,"0","RPL37"
"RPS11",3.77991895658863e-10,-0.429200558702488,0.714,0.629,6.98869215883673e-06,"0","RPS11"
"RPS20",4.31496928206686e-10,-0.301204423169821,0.88,0.683,7.97794670561341e-06,"0","RPS20"
"RPL36A",4.73926312495498e-10,-0.380526648469028,0.829,0.629,8.76242359172926e-06,"0","RPL36A"
"RPL36AL",1.38312602506603e-09,-0.267927539732785,0.565,0.531,2.55726170774459e-05,"0","RPL36AL"
"COX7C",2.01874233898222e-09,-0.321027895546995,0.567,0.535,3.73245271054423e-05,"0","COX7C"
"RPL18A",2.9953203687356e-09,-0.392302796982214,0.96,0.816,5.53804782975525e-05,"0","RPL18A"
"RPSAP58",4.45522497619522e-09,-0.398228339644785,0.463,0.44,8.23726545848734e-05,"0","RPSAP58"
"RPSA",1.70178234712747e-08,-0.409696322514426,0.597,0.542,0.000314642538160397,"0","RPSA"
"RPL10A",1.17012355716173e-07,-0.324088994275165,0.832,0.646,0.00216344144483631,"0","RPL10A"
"NACA",2.5508794307424e-07,-0.362286365012762,0.629,0.563,0.00471632097949962,"0","NACA"
"RPL7A",6.47339139917805e-07,-0.431922697028312,0.661,0.586,0.0119686533579403,"0","RPL7A"
"LDHB",9.32883803206403e-07,-0.279536291844038,0.424,0.417,0.0172480886374832,"0","LDHB"
"RPL14",1.47146931544219e-06,-0.356537972518552,0.856,0.673,0.0272059961732106,"0","RPL14"
"RPS26",1.79141923097672e-06,-0.492400294304369,0.717,0.641,0.0331215501615286,"0","RPS26"
"RPL17",1.80396288832632e-06,-0.399895743680427,0.815,0.63,0.0333534698422654,"0","RPL17"
"RPLP0",3.06545500640356e-06,-0.498893616415231,0.75,0.643,0.0566771976133955,"0","RPLP0"
"RPL18",4.89531439436335e-06,-0.319186594312858,0.857,0.676,0.090509467837384,"0","RPL18"
"RPL38",5.68237922276464e-06,-0.303722374566776,0.863,0.686,0.105061509449696,"0","RPL38"
"BTF3",4.52836975027063e-05,-0.32279305815045,0.567,0.517,0.837250283127536,"0","BTF3"
"RPL23",0.000129273180827769,-0.430288822955361,0.698,0.606,1,"0","RPL23"
"RPL35",0.000233395811153643,-0.424023163701879,0.938,0.767,1,"0","RPL35"
"RPL4",0.000408733158986982,-0.326455339362219,0.63,0.554,1,"0","RPL4"
"RPLP1",0.000680461240352225,-0.459229264657443,0.979,0.844,1,"0","RPLP1"
"RPL37A",0.00137666272161369,-0.539866846238326,0.945,0.768,1,"0","RPL37A"
"EEF1B2",0.00211810142464414,-0.300849663277185,0.515,0.469,1,"0","EEF1B2"
"TMSB4X",0.006581332108073,-0.34368149111045,0.99,0.905,1,"0","TMSB4X"
"PTMA",0.00912335778558493,-0.593032338202868,0.925,0.75,1,"0","PTMA"
"RPS2.1",4.14797614266021e-105,-0.301879537598766,0.983,0.774,7.66919309016447e-101,"1","RPS2"
"RPLP1.1",2.84965889493765e-103,-0.268856338719185,0.996,0.843,5.26873433085023e-99,"1","RPLP1"
"RPL35.1",8.0950562400866e-87,-0.271083324002022,0.979,0.763,1.49669494822961e-82,"1","RPL35"
"RPL17.1",1.19691385648308e-80,-0.264596116555852,0.907,0.621,2.21297402925156e-76,"1","RPL17"
"RPL37A.1",3.94152131050388e-79,-0.392252027166287,0.976,0.766,7.28747875099063e-75,"1","RPL37A"
"CD63.1",4.32690363674458e-79,-0.296324567443671,0.131,0.277,8.00001213397705e-75,"1","CD63"
"HLA-DRB1.1",2.0551618001382e-75,-0.425930729399569,0.102,0.241,3.79978865227551e-71,"1","HLA-DRB1"
"RPL28",3.23486068418137e-75,-0.259147291472216,0.978,0.75,5.98093391898294e-71,"1","RPL28"
"TYROBP.1",2.91011856246789e-73,-0.512459297697595,0.163,0.301,5.38051821014689e-69,"1","TYROBP"
"NKG7.1",2.92958399811834e-70,-0.299671979455516,0.114,0.25,5.41650785412099e-66,"1","NKG7"
"CLIC1.1",3.05710919483863e-68,-0.264106774033039,0.173,0.308,5.65228919033715e-64,"1","CLIC1"
"RPS16",1.02313857596013e-67,-0.274125419062222,0.94,0.695,1.89168091309268e-63,"1","RPS16"
"HLA-DPA1.1",6.04570506878866e-67,-0.283284187229843,0.092,0.22,1.11779041016833e-62,"1","HLA-DPA1"
"RPS5",2.7028279064488e-64,-0.295371990989487,0.923,0.682,4.99725851623318e-60,"1","RPS5"
"FCER1G.1",9.79168912432318e-64,-0.471105163060939,0.154,0.282,1.81038540219611e-59,"1","FCER1G"
"RPL27",5.75486729013562e-63,-0.262193228515578,0.901,0.647,1.06401741327317e-58,"1","RPL27"
"PRDX1.1",7.59210613528094e-63,-0.349665380602848,0.194,0.317,1.40370450335209e-58,"1","PRDX1"
"GSTP1.1",2.39869522695139e-62,-0.338435149078864,0.225,0.345,4.43494760511042e-58,"1","GSTP1"
"RPL29",2.68016646296726e-62,-0.259894731736238,0.915,0.672,4.95535977338017e-58,"1","RPL29"
"DYNLL1.1",1.35416676596296e-61,-0.291347414552097,0.184,0.308,2.50371893358892e-57,"1","DYNLL1"
"COX17.1",2.87220331970777e-61,-0.299009230233521,0.167,0.291,5.3104167178077e-57,"1","COX17"
"SRGN.1",1.13439051149923e-60,-0.30693771207929,0.221,0.342,2.09737461671092e-56,"1","SRGN"
"POMP.1",3.02424869457831e-60,-0.412132575058559,0.252,0.364,5.59153341140584e-56,"1","POMP"
"HLA-DRA.1",1.02471511227332e-58,-0.514382545283134,0.201,0.319,1.89459577108214e-54,"1","HLA-DRA"
"GPX1.1",1.79414310714004e-58,-0.286331718175581,0.148,0.267,3.31719119079122e-54,"1","GPX1"
"CALR.1",2.00996784172692e-58,-0.261494036398573,0.142,0.261,3.7162295425689e-54,"1","CALR"
"SEC61B.1",2.58361518225078e-58,-0.329811039331841,0.206,0.323,4.77684611046346e-54,"1","SEC61B"
"GNG5.1",6.02374414463855e-58,-0.251769050187816,0.16,0.28,1.11373005490222e-53,"1","GNG5"
"RPL15",5.69651725115745e-52,-0.28573142695735,0.943,0.715,1.0532290745665e-47,"1","RPL15"
"RPL6",6.51569684253314e-52,-0.282591673973582,0.897,0.647,1.20468718921595e-47,"1","RPL6"
"MRPL52.1",7.05876645392863e-51,-0.251054672525461,0.142,0.252,1.30509532966686e-46,"1","MRPL52"
"PSMB3.1",4.20264096864956e-50,-0.311450128740925,0.222,0.327,7.77026288693617e-46,"1","PSMB3"
"EIF5AL1.1",6.69022360298897e-49,-0.286332083424034,0.081,0.182,1.23695544195663e-44,"1","EIF5AL1"
"LGALS1.1",1.39544249858068e-46,-0.352159715703059,0.131,0.235,2.58003363562581e-42,"1","LGALS1"
"NPC2.1",9.91298585558522e-46,-0.277779606172129,0.134,0.237,1.83281195483915e-41,"1","NPC2"
"FABP5.1",3.51703874533818e-45,-0.501246673625767,0.192,0.29,6.50265293625576e-41,"1","FABP5"
"NME1.1",3.75827167888858e-45,-0.342513511959034,0.147,0.246,6.94866850709709e-41,"1","NME1"
"GNLY.1",4.65985104630207e-45,-0.361575509809791,0.161,0.267,8.6155985995079e-41,"1","GNLY"
"RPS7",1.12458921931764e-44,-0.299852244187965,0.894,0.652,2.07925300759638e-40,"1","RPS7"
"S100A9.1",1.23989421796349e-43,-0.654974745172233,0.158,0.259,2.29244041959269e-39,"1","S100A9"
"AIF1.1",7.06077671372254e-42,-0.353570646376178,0.141,0.236,1.30546700660016e-37,"1","AIF1"
"LYZ.1",1.73210820140523e-41,-0.521972182473921,0.118,0.213,3.20249485357813e-37,"1","LYZ"
"NOP10.1",2.03603670105773e-41,-0.303207707309446,0.225,0.317,3.76442825658563e-37,"1","NOP10"
"ATP5G3.1",6.63197241276406e-41,-0.339701328027123,0.222,0.313,1.22618537939595e-36,"1","ATP5G3"
"COX5A.1",1.92770335203746e-40,-0.259512818717365,0.172,0.267,3.56413072758205e-36,"1","COX5A"
"COX6A1P2.1",1.45739288926319e-39,-0.252560867051756,0.178,0.27,2.69457371295871e-35,"1","COX6A1P2"
"FAU",1.96220303548285e-39,-0.264093808523566,0.919,0.677,3.62791719230424e-35,"1","FAU"
"SEC61G.1",1.41813320422003e-38,-0.309766006566927,0.257,0.34,2.62198648128242e-34,"1","SEC61G"
"NDUFAB1.1",8.9639476731506e-38,-0.257851069072278,0.165,0.255,1.65734428528881e-33,"1","NDUFAB1"
"SLIRP.1",1.37097161540606e-37,-0.367371617045212,0.215,0.301,2.53478941972427e-33,"1","SLIRP"
"UQCRQ.1",3.44097422175629e-37,-0.389790465488288,0.323,0.396,6.36201723860521e-33,"1","UQCRQ"
"ATP5J2.1",7.8380823968494e-37,-0.302645014013884,0.288,0.364,1.44918305435349e-32,"1","ATP5J2"
"RBM8A.1",1.38887820690613e-36,-0.327507791517604,0.228,0.313,2.56789691674874e-32,"1","RBM8A"
"PARK7.1",1.61651985898913e-36,-0.266320444503755,0.24,0.325,2.988783567285e-32,"1","PARK7"
"ERH.1",4.24245846813821e-36,-0.266144043325832,0.203,0.29,7.84388146174074e-32,"1","ERH"
"ARPC2.1",8.17862493010656e-36,-0.291298765662676,0.333,0.399,1.5121459633274e-31,"1","ARPC2"
"RBX1.1",8.21042909428538e-36,-0.273513412637259,0.266,0.346,1.51802623524242e-31,"1","RBX1"
"NHP2.1",2.38524796861366e-35,-0.272372935093425,0.166,0.252,4.4100849691698e-31,"1","NHP2"
"HNRNPM.1",4.76606301709484e-35,-0.31370081496273,0.221,0.303,8.81197391230665e-31,"1","HNRNPM"
"PTMA.1",1.49172966785287e-34,-0.451960357100663,0.969,0.746,2.75805898289318e-30,"1","PTMA"
"NDUFA13.1",1.52797255047054e-34,-0.291885429158758,0.293,0.365,2.82506844856499e-30,"1","NDUFA13"
"MIR155HG.1",1.85313945193517e-34,-0.299259391152983,0.132,0.215,3.42626953268294e-30,"1","MIR155HG"
"SNRPB.1",2.85198117283284e-34,-0.26190368597263,0.185,0.269,5.27302799045064e-30,"1","SNRPB"
"NDUFB2.1",3.92011010181485e-34,-0.257648569752008,0.245,0.325,7.24789156724548e-30,"1","NDUFB2"
"POLR2L.1",1.00989906386168e-33,-0.335720563604576,0.314,0.378,1.86720237917387e-29,"1","POLR2L"
"RPL5",1.08414632770453e-33,-0.300493072418831,0.807,0.589,2.0044781452929e-29,"1","RPL5"
"SHFM1.1",1.55192266702646e-33,-0.26794581953982,0.236,0.315,2.86934981906522e-29,"1","SHFM1"
"CYCS.1",2.97253692629481e-33,-0.333966457106966,0.203,0.283,5.49592352302648e-29,"1","CYCS"
"ATP5J.1",3.42393728275785e-33,-0.298436437656229,0.257,0.332,6.33051764209099e-29,"1","ATP5J"
"RPS24",5.46742683027429e-33,-0.357717682191637,0.925,0.694,1.01087254664941e-28,"1","RPS24"
"S100A8.1",6.90641041320966e-33,-0.730455860217192,0.248,0.33,1.27692622129833e-28,"1","S100A8"
"COX7B.1",9.09071540283667e-33,-0.300491013993674,0.28,0.353,1.68078237083047e-28,"1","COX7B"
"S100A11.1",2.07237964298913e-32,-0.328025334267375,0.282,0.356,3.8316227219226e-28,"1","S100A11"
"COX6A1.1",2.10560810624534e-32,-0.293432657622045,0.273,0.345,3.89305882763701e-28,"1","COX6A1"
"SSBP1.1",1.94061517904613e-31,-0.269685958282122,0.203,0.283,3.58800340453839e-27,"1","SSBP1"
"PSMB1.1",6.71939930219916e-31,-0.281836305840996,0.257,0.33,1.2423497369836e-26,"1","PSMB1"
"SOD2.1",1.0393131540458e-30,-0.416787780021092,0.185,0.266,1.92158609051528e-26,"1","SOD2"
"CCL4.1",1.92188216682235e-30,-0.741704122525275,0.285,0.364,3.55336793823785e-26,"1","CCL4"
"SLC25A5.1",6.60948955757595e-30,-0.303556975783795,0.228,0.303,1.22202852430022e-25,"1","SLC25A5"
"RANBP1.1",9.47396319635177e-30,-0.328784613733436,0.194,0.269,1.75164105537348e-25,"1","RANBP1"
"DDX21.1",4.65702144554005e-29,-0.333688760036203,0.179,0.251,8.610366950659e-25,"1","DDX21"
"TXN.1",8.35553318106912e-29,-0.538849918812035,0.362,0.408,1.54485452984787e-24,"1","TXN"
"MINOS1.1",2.15561210587974e-28,-0.250934119133581,0.226,0.296,3.98551122256105e-24,"1","MINOS1"
"PSMA7.1",2.9622452113436e-28,-0.378543247932996,0.306,0.361,5.47689517125317e-24,"1","PSMA7"
"CSTB.1",3.88585967497593e-28,-0.266764809294773,0.213,0.286,7.184565953063e-24,"1","CSTB"
"TPM3.1",7.07369445571383e-28,-0.25162412851551,0.275,0.34,1.30785536791693e-23,"1","TPM3"
"CALM2.1",1.96777459854585e-27,-0.300145568270495,0.37,0.414,3.63821845525142e-23,"1","CALM2"
"IL2RA.1",4.12217935518807e-27,-0.313367752539015,0.167,0.239,7.62149740980722e-23,"1","IL2RA"
"USMG5.1",9.42207486726202e-27,-0.366163587675719,0.342,0.388,1.74204742220807e-22,"1","USMG5"
"TUBB.1",1.02016012144914e-26,-0.299335894727824,0.26,0.324,1.88617404854732e-22,"1","TUBB"
"HNRNPA2B1.1",1.92765728333115e-26,-0.26027014477574,0.295,0.358,3.56404555115096e-22,"1","HNRNPA2B1"
"SUB1.1",2.49770562197487e-26,-0.352205054829034,0.327,0.379,4.61800792446934e-22,"1","SUB1"
"EIF5A.1",8.81698465125951e-26,-0.381054499002938,0.215,0.28,1.63017229217137e-21,"1","EIF5A"
"RPLP0.1",1.35662293871508e-25,-0.365832047261754,0.853,0.633,2.50826015139031e-21,"1","RPLP0"
"PKM.1",2.1342386757928e-25,-0.286839998420929,0.302,0.355,3.9459938876733e-21,"1","PKM"
"TUBA1B.1",7.54035602361691e-25,-0.43726673541949,0.38,0.414,1.39413642520653e-20,"1","TUBA1B"
"SH3BGRL3.1",7.60971637315613e-25,-0.329777397113249,0.44,0.457,1.40696046023284e-20,"1","SH3BGRL3"
"LDHA.1",1.38812347136547e-24,-0.352186591018576,0.317,0.374,2.56650148620761e-20,"1","LDHA"
"ENO1.1",1.76788810262695e-24,-0.452399604812412,0.426,0.454,3.26864831294697e-20,"1","ENO1"
"SUMO2.1",1.79711401609468e-24,-0.255732889132213,0.266,0.327,3.32268410435745e-20,"1","SUMO2"
"NHP2L1.1",2.00974745532153e-24,-0.278754404891,0.231,0.295,3.71582207014398e-20,"1","NHP2L1"
"EMP3.1",3.2577608410032e-24,-0.257658656068574,0.35,0.399,6.02327401893081e-20,"1","EMP3"
"EIF3J.1",9.25382255628099e-24,-0.259839906943668,0.178,0.242,1.71093925243079e-19,"1","EIF3J"
"RPSA.1",1.20949616487472e-23,-0.271098229013559,0.727,0.529,2.23623745923686e-19,"1","RPSA"
"EIF4A1.1",1.33511078941554e-23,-0.386788172451836,0.408,0.442,2.4684863385504e-19,"1","EIF4A1"
"SNRPD1.1",1.39743020641791e-23,-0.328387156336883,0.222,0.282,2.58370870864608e-19,"1","SNRPD1"
"ALDOA.1",5.4482244398892e-23,-0.324845392090196,0.398,0.433,1.00732221669111e-18,"1","ALDOA"
"TOMM5.1",5.80252624874206e-23,-0.256022838865761,0.167,0.231,1.07282907812992e-18,"1","TOMM5"
"PSME2.1",5.84142991263993e-23,-0.413959619043745,0.381,0.412,1.080021976548e-18,"1","PSME2"
"UBL5.1",7.91384856336672e-23,-0.26784064133183,0.376,0.414,1.46319146088087e-18,"1","UBL5"
"MYL6.1",1.03705258186804e-22,-0.381413305370347,0.602,0.573,1.91740651861582e-18,"1","MYL6"
"B2M.1",4.63342327764881e-22,-0.256506684772828,0.999,0.922,8.56673629804488e-18,"1","B2M"
"OAZ1.1",5.76906981517305e-22,-0.370763727218441,0.517,0.505,1.06664331812735e-17,"1","OAZ1"
"SNRPE.1",6.45215579190371e-22,-0.379869087790254,0.278,0.328,1.19293908436508e-17,"1","SNRPE"
"CHCHD2.1",8.55290676998009e-22,-0.42171474152075,0.396,0.426,1.58134693270162e-17,"1","CHCHD2"
"RPL23.1",9.73302563186201e-22,-0.314905306900335,0.798,0.596,1.79953910907497e-17,"1","RPL23"
"ACTG1.1",1.24978707300885e-21,-0.387384247980991,0.441,0.458,2.31073131928606e-17,"1","ACTG1"
"TMEM258.1",1.25952650066662e-21,-0.261554319606119,0.332,0.375,2.32873854708251e-17,"1","TMEM258"
"CYBA.1",1.60044057745325e-21,-0.322020359022221,0.524,0.521,2.95905458365332e-17,"1","CYBA"
"GNB2L1",2.93493131975468e-21,-0.261562429463122,0.791,0.589,5.42639451709442e-17,"1","GNB2L1"
"UBB.1",2.96814435081802e-21,-0.300335136395571,0.424,0.447,5.48780209022744e-17,"1","UBB"
"SNRPG.1",3.56955686447716e-21,-0.408813840563187,0.343,0.381,6.59975368673183e-17,"1","SNRPG"
"RPS11.1",3.73089760954888e-21,-0.290527746070626,0.824,0.618,6.89805659029492e-17,"1","RPS11"
"PPA1.1",8.45007439453922e-21,-0.271816312069345,0.191,0.25,1.56233425480636e-16,"1","PPA1"
"EIF5B.1",1.03721512468365e-20,-0.281702724294204,0.242,0.297,1.91770704402761e-16,"1","EIF5B"
"NME1-NME2.1",3.53340222160041e-20,-0.404539392715626,0.24,0.288,6.532907367517e-16,"1","NME1-NME2"
"TRMT112.1",3.93347499419302e-20,-0.268840025333638,0.288,0.338,7.27260191676348e-16,"1","TRMT112"
"TPI1.1",5.6396583593395e-20,-0.356780135748562,0.38,0.409,1.04271643405828e-15,"1","TPI1"
"H2AFZ.1",7.18233618062948e-20,-0.269694306094129,0.253,0.309,1.32794213643658e-15,"1","H2AFZ"
"SNRPF.1",7.29850651805226e-20,-0.312516403717965,0.239,0.291,1.34942087012268e-15,"1","SNRPF"
"CCL3.1",1.23234533813707e-19,-0.753453844041472,0.345,0.395,2.27848329568162e-15,"1","CCL3"
"SERBP1.1",2.67503690910608e-19,-0.46096797654219,0.291,0.333,4.94587574124622e-15,"1","SERBP1"
"CFL1.1",2.27883731096041e-18,-0.360079993948228,0.521,0.505,4.2133423042347e-14,"1","CFL1"
"EIF2S2.1",1.11304236248154e-17,-0.315862621900734,0.277,0.318,2.05790402399212e-13,"1","EIF2S2"
"RPS26.1",2.52996641571201e-17,-0.347036992124261,0.803,0.633,4.67765490600993e-13,"1","RPS26"
"TCEB2.1",1.10978752938264e-16,-0.309420353317903,0.444,0.445,2.05188616307556e-12,"1","TCEB2"
"HSPE1.1",1.70092948970416e-16,-0.56149833373615,0.398,0.416,3.14484853351402e-12,"1","HSPE1"
"HSPD1.1",3.78590258950112e-15,-0.381761147427472,0.27,0.306,6.99975529772862e-11,"1","HSPD1"
"C1QBP.1",4.58460772837516e-15,-0.3026470332967,0.264,0.305,8.47648122899283e-11,"1","C1QBP"
"RPSAP58.1",4.64460000897633e-15,-0.273334594171456,0.586,0.428,8.58740095659633e-11,"1","RPSAP58"
"COX7A2.1",5.69243015605465e-15,-0.318296953398725,0.422,0.43,1.05247341155294e-10,"1","COX7A2"
"H3F3B.1",1.2942829118169e-14,-0.365706335247204,0.568,0.537,2.39299967565827e-10,"1","H3F3B"
"COX6B1.1",2.29817289211296e-14,-0.273763472855792,0.418,0.429,4.24909186022764e-10,"1","COX6B1"
"NDUFA4.1",3.44928636072261e-13,-0.304297539232717,0.411,0.415,6.37738555234004e-09,"1","NDUFA4"
"PSME1.1",3.80381420060556e-13,-0.324260055810817,0.459,0.458,7.03287207549962e-09,"1","PSME1"
"RAN.1",4.70013570360639e-13,-0.416677346807519,0.388,0.402,8.69008090239786e-09,"1","RAN"
"RPL7A.1",8.59929033081818e-13,-0.328426795882399,0.755,0.577,1.58992278926497e-08,"1","RPL7A"
"NACA.1",9.63587177676717e-13,-0.257279299487764,0.731,0.552,1.78157633280648e-08,"1","NACA"
"NPM1.1",2.07215610442846e-12,-0.437859183967513,0.734,0.574,3.83120942147778e-08,"1","NPM1"
"S100A6.1",2.38541001971392e-12,-0.384382826571935,0.461,0.451,4.41038458544906e-08,"1","S100A6"
"CBX3.1",1.27161320746614e-11,-0.265756393460468,0.275,0.304,2.35108565928414e-07,"1","CBX3"
"ATP5I.1",1.95387133202747e-11,-0.289019140999028,0.453,0.449,3.6125127057856e-07,"1","ATP5I"
"CCL2.1",2.17955677838348e-11,-0.507700348160244,0.196,0.24,4.02978252755322e-07,"1","CCL2"
"CD74.1",6.93121434428399e-11,-0.409214493134101,0.578,0.518,1.28151222011467e-06,"1","CD74"
"APRT.1",2.21318892363066e-10,-0.255686055987072,0.345,0.364,4.09196500090072e-06,"1","APRT"
"GAPDH.1",2.46242633123042e-10,-0.611603519575517,0.637,0.575,4.55278004381193e-06,"1","GAPDH"
"HSP90AA1.1",1.49234254087677e-09,-0.531747536846143,0.459,0.438,2.75919212382706e-05,"1","HSP90AA1"
"PA2G4.1",2.33735205242711e-09,-0.354059490189323,0.292,0.309,4.32153020973248e-05,"1","PA2G4"
"IL8.1",4.74454636688518e-09,-0.499515003270136,0.221,0.257,8.77219177773402e-05,"1","IL8"
"IL1B.1",1.00611047181321e-08,-0.377815145709142,0.128,0.164,0.000186019765133545,"1","IL1B"
"ACTB.1",2.94341430261712e-08,-0.490100138673844,0.962,0.735,0.00054420787041088,"1","ACTB"
"CXCL1.1",3.95775688047727e-08,-0.311108438882545,0.122,0.157,0.000731749669631442,"1","CXCL1"
"MT2A.1",8.20573016303373e-08,-0.412258345888102,0.31,0.329,0.00151715744984331,"1","MT2A"
"SET.1",1.18892489196905e-07,-0.346159561507289,0.354,0.354,0.00219820323276158,"1","SET"
"HSPA8.1",1.22173795378391e-07,-0.308671668062662,0.444,0.431,0.00225887130275107,"1","HSPA8"
"LTA.1",1.67147338324444e-07,-0.263752253271225,0.206,0.232,0.00309038713828065,"1","LTA"
"TMSB10.1",2.21324366629384e-07,-0.428570840285825,0.96,0.793,0.00409206621461068,"1","TMSB10"
"SRP14.1",5.28002873729281e-06,-0.298926181032496,0.525,0.478,0.0976224513238067,"1","SRP14"
"SERF2.1",9.30673156996939e-06,-0.335753581205308,0.701,0.605,0.172072159997164,"1","SERF2"
"FTL.1",1.8500183848675e-05,-0.776209708279604,0.938,0.762,0.342049899178153,"1","FTL"
"TMA7.1",3.70190736932624e-05,-0.290630066397018,0.759,0.595,0.684445653514729,"1","TMA7"
"HMGB1.1",6.62432734435215e-05,-0.309788821761138,0.47,0.441,1,"1","HMGB1"
"PPIA.1",9.89120635860847e-05,-0.368002285359602,0.555,0.497,1,"1","PPIA"
"IFNG.1",0.00041950083987556,-0.613075500483769,0.323,0.33,1,"1","IFNG"
"S100A4.1",0.000995065441113476,-0.258571955242685,0.3,0.307,1,"1","S100A4"
"YBX1.1",0.00150622722818465,-0.462376159864653,0.52,0.463,1,"1","YBX1"
"FTH1.1",0.00152870994868168,-0.691697864039181,0.943,0.813,1,"1","FTH1"
"ATP5E.1",0.00250676752679845,-0.355894522149197,0.729,0.609,1,"1","ATP5E"
"HLA-B.1",0.00952244536108197,-0.264671540725528,0.855,0.659,1,"1","HLA-B"
"GNLY.2",0,0.777431532357304,0.679,0.226,0,"2","GNLY"
"CCL5",0,0.665542438695299,0.689,0.228,0,"2","CCL5"
"NKG7.2",0,0.327282578376969,0.656,0.206,0,"2","NKG7"
"GZMA",0,0.301898954656592,0.395,0.066,0,"2","GZMA"
"RPSAP58.2",1.55001981655464e-102,-0.546778633765667,0.267,0.456,2.86583163882787e-98,"2","RPSAP58"
"NBEAL1.1",4.85870742112862e-102,-0.600497282588187,0.541,0.617,8.9832641509247e-98,"2","NBEAL1"
"RPL10A.1",9.35932637050558e-97,-0.577100131768427,0.599,0.669,1.73044585264278e-92,"2","RPL10A"
"RPL12.1",1.37114027464072e-96,-0.61736968297348,0.736,0.722,2.53510125378322e-92,"2","RPL12"
"NME1-NME2.2",2.31715616775525e-95,-0.507039055628735,0.105,0.297,4.28419003856269e-91,"2","NME1-NME2"
"RPL22",1.17459907218467e-94,-0.522586382338292,0.515,0.62,2.17171622456223e-90,"2","RPL22"
